age,income,credit_amount,duration,debt_to_income_ratio,credit_history_length,purpose,employment_status,housing,savings_account,checking_account,credit_risk,credit_to_income_ratio,monthly_payment,age_group,income_group
47,20313.1267,4508.018826,6,0.014801981,1.428804309,car,employed,rent,moderate,little,0,0.221926387,751.3364709,Middle,Low
50,27424.89207,4490.031972,6,0.127561814,1.788314207,car,unemployed,free,rich,moderate,0,0.163721044,748.3386621,Middle,Low
49,14157.51095,10052.40386,37,0.565269661,4.753884317,furniture,employed,own,quite_rich,rich,1,0.710040338,271.6865907,Middle,Low
43,23535.10868,6422.095835,18,0.131905076,14.56969445,car,self-employed,rent,moderate,little,0,0.272873005,356.783102,Middle,Low
41,18201.42729,1903.306796,18,0.161912475,5.615678637,car,employed,own,little,rich,1,0.104569096,105.7392664,Middle,Low
39,11381.59981,3790.322747,60,0.42061935,7.637081442,car,employed,own,rich,little,0,0.333021966,63.17204578,Middle,Low
30,26075.22835,8340.866134,26,0.398763434,2.284924468,furniture,employed,own,rich,little,0,0.319877012,320.8025436,Adult,Low
36,19309.37671,7392.356041,9,0.493715297,1.589018433,furniture,employed,own,moderate,rich,0,0.382837631,821.3728935,Middle,Low
19,20363.2602,6060.89804,10,0.421752316,3.028133978,car,employed,rent,little,moderate,0,0.297638884,606.089804,Young,Low
38,12027.1218,10370.68509,6,0.649415866,8.228767793,education,employed,own,quite_rich,little,1,0.862274887,1728.447515,Middle,Low
28,48810.47322,3679.846836,6,0.120431714,3.04678498,business,employed,own,little,rich,0,0.075390518,613.3078061,Adult,Below_Avg
26,34144.51008,5669.951371,10,0.113096662,9.377621262,business,employed,own,little,moderate,0,0.166057482,566.9951371,Adult,Below_Avg
42,35670.45172,330.1465741,6,-0.065486961,22.44671451,furniture,unemployed,own,rich,little,1,0.009255464,55.02442902,Middle,Below_Avg
56,18906.81369,3429.877568,44,0.237451066,0.373761406,car,self-employed,rent,moderate,rich,0,0.181409603,77.9517629,Senior,Low
51,9278.067451,9055.452368,6,0.802976761,0.232367568,furniture,employed,rent,little,little,1,0.976006309,1509.242061,Senior,Low
21,58481.08755,3596.384903,15,-0.113614314,0.810181718,vacation,employed,rent,moderate,little,1,0.061496546,239.7589935,Young,Average
28,21363.75869,3384.691645,26,0.221788742,2.425543093,furniture,employed,rent,rich,rich,0,0.158431468,130.1804479,Adult,Low
51,15147.64119,2136.314952,23,0.189811448,0.702303635,car,employed,rent,rich,moderate,0,0.141032846,92.88325878,Senior,Low
28,27130.146,10967.51186,18,0.417928807,10.22672651,car,self-employed,own,little,moderate,0,0.404255541,609.3062143,Adult,Low
37,39480.43035,7621.82117,9,0.105061803,0.117091661,medical,self-employed,rent,little,rich,0,0.193053143,846.8690189,Middle,Below_Avg
46,21774.06196,9512.211548,45,0.511242727,1.897471805,business,employed,own,moderate,rich,1,0.436859763,211.3824788,Middle,Low
28,41743.02222,1235.250213,7,0.097622066,1.020962741,furniture,self-employed,free,rich,little,0,0.029591777,176.4643162,Adult,Below_Avg
41,37854.30418,4322.719363,24,0.122724054,13.40747931,car,self-employed,free,little,rich,1,0.114193602,180.1133068,Middle,Below_Avg
23,12859.1308,3928.100261,47,0.187739574,5.535455737,vacation,employed,free,moderate,little,1,0.305471678,83.57660129,Young,Low
32,15726.53901,3926.652791,6,0.207158378,12.15381173,car,employed,own,little,little,0,0.249683213,654.4421318,Adult,Low
43,35552.60045,3002.432178,52,0.168233792,17.93679938,education,employed,own,little,rich,1,0.084450424,57.73908034,Middle,Below_Avg
20,5674.250244,3726.096994,26,0.789386846,3.436802217,business,employed,rent,rich,moderate,1,0.656667724,143.3114229,Young,Low
45,20440.47236,9698.396351,17,0.441816605,1.334948931,furniture,employed,rent,little,little,0,0.474470266,570.493903,Middle,Low
39,10770.69608,1063.923658,8,0.073812174,1.076675498,car,employed,rent,rich,moderate,0,0.098779471,132.9904572,Middle,Low
46,17356.51292,20370.35251,42,1.15747424,1.261052545,car,employed,own,little,moderate,1,1.173643151,485.0083931,Middle,Low
42,18969.54269,7237.802376,6,0.409037897,6.165177096,medical,employed,rent,little,little,0,0.381548596,1206.300396,Middle,Low
56,18414.20784,4751.114416,10,0.199906781,0.206432012,education,employed,rent,quite_rich,rich,0,0.258013511,475.1114416,Senior,Low
41,16711.78393,10152.41936,25,0.31808213,0.263635151,vacation,employed,own,moderate,rich,0,0.607500636,406.0967746,Middle,Low
34,12726.32772,1538.452321,30,0.240164273,4.684290773,education,employed,rent,moderate,moderate,0,0.120887373,51.28174404,Adult,Low
41,69283.05463,2887.768322,6,0.221149625,5.136909665,medical,employed,own,rich,moderate,0,0.04168073,481.2947203,Middle,Average
46,56034.95672,4461.05094,6,0.018371942,5.47204952,medical,employed,rent,little,little,1,0.079611928,743.50849,Middle,Average
40,12319.85035,14653.70226,29,1.082772996,2.325124256,furniture,self-employed,own,moderate,rich,0,1.189438333,505.3000778,Middle,Low
40,48584.42939,4735.311239,9,0.083755562,8.198065407,furniture,self-employed,rent,little,little,0,0.097465614,526.1456933,Middle,Below_Avg
31,18038.56518,7044.790855,6,0.371790144,3.813821817,education,employed,own,rich,little,1,0.390540533,1174.131809,Adult,Low
32,23496.19417,3066.637009,6,0.230068187,0.557259765,business,employed,own,moderate,rich,0,0.130516329,511.1061681,Adult,Low
23,21340.52273,7255.199442,18,0.345436846,7.975193085,furniture,self-employed,rent,little,rich,0,0.339972902,403.0666356,Young,Low
60,15837.33933,18803.37538,15,1.108018926,15.2952549,vacation,self-employed,own,rich,moderate,0,1.187281209,1253.558359,Senior,Low
25,36023.47801,10898.94586,34,0.170710237,0.309570177,car,employed,rent,moderate,little,0,0.302551182,320.5572311,Young,Below_Avg
31,23457.44636,4604.711096,6,0.282864031,2.482570443,furniture,self-employed,own,moderate,little,0,0.196300613,767.4518494,Adult,Low
31,17356.53356,8437.089463,36,0.546055647,3.342429377,business,employed,rent,little,little,0,0.486104523,234.3635962,Adult,Low
50,11472.46709,7801.049568,39,0.786036109,0.791877392,car,employed,own,quite_rich,moderate,1,0.679980121,200.026912,Middle,Low
36,14089.74481,7370.716046,10,0.426307623,10.11375421,furniture,retired,rent,quite_rich,moderate,0,0.523126298,737.0716046,Middle,Low
54,9694.460726,11962.86669,6,1.417833597,1.671420676,medical,employed,own,moderate,moderate,1,1.233989907,1993.811115,Senior,Low
31,22161.49881,11891.53597,52,0.362215916,7.639486404,education,unemployed,own,moderate,moderate,0,0.536585367,228.6833841,Adult,Low
43,12108.55133,4439.393835,6,0.437593047,5.558403782,medical,employed,rent,little,moderate,0,0.366632945,739.8989725,Middle,Low
29,19287.63978,8213.243974,16,0.234871118,4.557085915,business,employed,own,little,rich,0,0.425829395,513.3277484,Adult,Low
65,43697.70781,3617.447925,12,0.003750333,1.066850145,business,employed,free,moderate,moderate,0,0.082783471,301.4539937,Senior,Below_Avg
25,40120.78413,2348.523432,32,0.214638622,1.246818579,education,self-employed,own,little,rich,1,0.058536329,73.39135726,Young,Below_Avg
43,21673.84587,3961.606863,12,0.265919254,0.242530148,car,employed,free,quite_rich,rich,0,0.182782829,330.1339053,Middle,Low
47,21087.96203,4623.824607,11,0.16464166,1.376873465,education,self-employed,rent,little,little,0,0.219263701,420.3476915,Middle,Low
44,56383.80634,1300.800611,38,-0.02881324,2.118987696,car,self-employed,rent,rich,rich,0,0.023070465,34.23159503,Middle,Average
37,28577.5882,9781.675306,59,0.352347055,8.953159642,medical,employed,own,little,little,1,0.342284844,165.7911069,Middle,Below_Avg
38,18696.5963,537.0760271,14,0.080139971,2.281629323,car,employed,own,little,rich,0,0.028725872,38.36257336,Middle,Low
40,10796.64743,43124.80151,10,4.119435032,7.024772575,car,employed,own,moderate,moderate,0,3.994277094,4312.480151,Middle,Low
38,26820.8972,16342.15602,32,0.563683436,2.894115323,education,self-employed,rent,rich,moderate,0,0.609306836,510.6923756,Middle,Low
51,33344.95903,3988.589827,32,-0.04156253,7.68252468,education,unemployed,rent,rich,little,0,0.119615976,124.6434321,Senior,Below_Avg
66,16061.4013,4951.971645,6,0.324011907,18.70541327,car,employed,rent,little,little,0,0.308315044,825.3286076,Senior,Low
33,25478.78381,6262.767749,15,0.200060162,1.371141956,car,employed,rent,little,little,0,0.245803245,417.51785,Adult,Low
23,18365.20926,3067.664156,6,0.036973341,9.914900559,vacation,employed,own,rich,rich,1,0.167036711,511.2773593,Young,Low
38,20090.12742,5733.579551,18,0.315159783,4.861979057,furniture,employed,own,rich,little,0,0.285392891,318.5321973,Middle,Low
70,6349.23093,4379.982543,32,0.668533204,8.499392036,car,employed,own,rich,moderate,1,0.68984458,136.8744545,Senior,Low
30,19714.49238,4557.738453,6,0.261838429,5.271817853,furniture,self-employed,rent,little,rich,0,0.231187208,759.6230755,Adult,Low
59,35763.5555,5682.626693,7,0.069449924,2.757799806,car,retired,own,rich,little,0,0.158894344,811.8038133,Senior,Below_Avg
60,16063.40082,1718.449589,10,0.155650242,1.294339027,car,self-employed,rent,little,moderate,0,0.106979189,171.8449589,Senior,Low
33,22612.61429,5072.838386,33,0.092626841,0.363042851,medical,employed,own,moderate,little,0,0.224336661,153.7223753,Adult,Low
46,15093.57819,5601.323552,23,0.288333267,3.834166287,furniture,employed,own,little,little,0,0.371106406,243.5358066,Middle,Low
59,26376.29155,5448.413242,6,0.182273371,23.19161588,car,employed,rent,little,rich,0,0.206564794,908.0688737,Senior,Low
35,19766.39201,4135.383697,6,0.383394716,6.697851745,medical,employed,own,moderate,moderate,0,0.209212875,689.2306162,Adult,Low
37,13771.81277,12213.3662,21,0.965320486,1.982617578,business,employed,own,little,little,0,0.886837949,581.5888664,Middle,Low
33,42884.92883,3703.664286,11,0.194082091,8.778241006,car,employed,rent,moderate,moderate,1,0.086362841,336.6967533,Adult,Below_Avg
27,35047.72583,5895.005379,16,0.309907073,7.326341538,furniture,self-employed,own,rich,rich,0,0.168199369,368.4378362,Adult,Below_Avg
32,16277.62294,13874.91798,18,1.212675361,1.653892935,vacation,employed,own,quite_rich,little,1,0.852392148,770.8287766,Adult,Low
25,28251.28309,4612.379152,14,0.16742155,0.072054144,furniture,unemployed,rent,little,little,0,0.163262643,329.4556537,Young,Below_Avg
40,28816.57442,5834.656149,17,0.344515795,0.628738187,education,employed,rent,little,rich,0,0.202475702,343.2150676,Middle,Below_Avg
30,30368.17966,4550.044495,39,0.251092871,10.4903169,education,employed,own,moderate,rich,0,0.149829346,116.6678076,Adult,Below_Avg
42,9441.518007,13225.41763,36,1.500375628,9.0566395,furniture,employed,rent,little,moderate,1,1.400772378,367.3727119,Middle,Low
21,36435.66095,3999.082948,6,0.287181349,1.749269876,education,employed,rent,little,little,1,0.109757387,666.5138246,Young,Below_Avg
43,16566.70966,13721.01203,15,0.78629665,1.678730486,furniture,retired,own,moderate,moderate,0,0.828227953,914.7341355,Middle,Low
50,18418.04249,4523.899781,10,0.195754765,7.871922311,car,employed,rent,moderate,moderate,0,0.245623268,452.3899781,Middle,Low
18,82367.05979,2471.133475,6,0.061978029,13.88197739,vacation,unemployed,rent,rich,little,1,0.030001477,411.8555792,Young,Above_Avg
44,25615.08438,8463.334606,17,0.312134346,7.551069209,car,employed,own,quite_rich,moderate,0,0.330404323,497.8432121,Middle,Low
54,18157.49609,3851.683995,12,0.24397647,4.651677967,furniture,employed,rent,rich,moderate,0,0.212126384,320.9736663,Senior,Low
25,7312.590106,8073.971078,26,1.26039407,1.389789861,education,employed,rent,little,little,1,1.104119192,310.5373492,Young,Low
60,44129.42476,553.6188713,6,-0.035269327,3.730081359,business,unemployed,free,rich,little,1,0.012545345,92.26981188,Senior,Below_Avg
45,11241.81025,4935.277639,6,0.40854304,1.329680259,furniture,employed,rent,moderate,little,0,0.439010936,822.5462732,Middle,Low
31,13336.77516,3402.670219,6,0.272565507,8.251596942,business,retired,own,moderate,moderate,0,0.255134407,567.1117032,Adult,Low
39,18663.4781,2099.370991,24,0.089653675,2.446634266,car,employed,own,quite_rich,moderate,0,0.112485517,87.47379129,Middle,Low
46,44721.33214,3157.093796,43,-0.120805776,8.96972579,business,employed,rent,rich,moderate,1,0.070594807,73.42078595,Middle,Below_Avg
40,32422.89193,3105.833774,15,0.037778622,2.40317344,vacation,self-employed,rent,moderate,little,0,0.095791387,207.0555849,Middle,Below_Avg
46,20354.98746,4729.673086,17,0.301096744,8.690602688,vacation,employed,own,little,little,0,0.23235942,278.2160639,Middle,Low
28,25697.42399,1646.058351,6,0.207810059,2.027209156,education,employed,own,rich,moderate,0,0.064055384,274.3430585,Adult,Low
42,16314.46071,6329.769017,12,0.272523326,2.900277479,furniture,self-employed,rent,rich,rich,0,0.387985183,527.4807514,Middle,Low
23,23619.47458,14661.37595,13,0.504804279,4.778906859,car,employed,rent,little,moderate,1,0.620732519,1127.79815,Young,Low
38,22849.13117,6153.293818,6,0.272324378,0.364400015,furniture,employed,own,little,moderate,0,0.269300998,1025.54897,Middle,Low
29,35752.83865,9388.031266,27,0.055021917,14.80250734,education,employed,rent,little,rich,0,0.262581423,347.7048617,Adult,Below_Avg
31,35724.39477,11797.58306,6,0.28574183,4.26195488,car,employed,own,little,little,0,0.33023885,1966.263843,Adult,Below_Avg
54,28197.50255,13216.10723,23,0.295093588,3.544554028,medical,employed,own,moderate,moderate,0,0.468697794,574.613358,Senior,Low
53,18376.46817,21940.97022,9,1.330877138,9.144004692,vacation,employed,own,little,little,0,1.193971008,2437.88558,Senior,Low
47,31917.54531,3296.57194,60,0.026350891,10.04073186,car,self-employed,rent,quite_rich,rich,0,0.103284006,54.94286566,Middle,Below_Avg
26,21036.53079,2766.152963,6,0.296776248,3.693447371,education,employed,rent,rich,moderate,0,0.13149283,461.0254938,Adult,Low
36,12823.60402,9198.286711,6,0.82864555,13.10447907,business,self-employed,own,little,little,0,0.717293414,1533.047785,Middle,Low
54,18004.12368,8661.238245,60,0.416437963,0.334641625,car,employed,own,little,little,1,0.481069693,144.3539707,Senior,Low
41,22977.33311,9141.138689,6,0.29063692,0.600824431,education,employed,rent,little,little,0,0.397832884,1523.523115,Middle,Low
67,34721.27505,22279.58269,18,0.62231491,4.541466856,furniture,employed,own,little,little,1,0.641669485,1237.754594,Senior,Below_Avg
44,20095.19305,4959.677151,8,0.236344469,2.185288668,car,self-employed,rent,little,little,0,0.246809132,619.9596439,Middle,Low
42,12032.90963,6911.384426,18,0.608988195,3.120206462,education,self-employed,rent,moderate,rich,1,0.5743735,383.9658014,Middle,Low
36,22660.3242,2243.268872,16,0.021341116,1.988074146,medical,employed,own,quite_rich,little,0,0.098995445,140.2043045,Middle,Low
41,23312.10471,27126.24258,22,1.238251393,2.593661593,furniture,employed,own,quite_rich,moderate,1,1.163611905,1233.011026,Middle,Low
38,24171.24094,3754.701485,6,0.181870361,8.648047506,education,self-employed,rent,rich,little,0,0.155337556,625.7835808,Middle,Low
48,34889.31002,3840.766586,32,0.076044822,4.500564014,furniture,unemployed,rent,moderate,moderate,1,0.110084338,120.0239558,Middle,Below_Avg
51,36660.73682,3724.172979,11,0.030380717,29.65570439,vacation,self-employed,own,rich,moderate,1,0.101584783,338.5611799,Senior,Below_Avg
30,16364.90798,2933.886616,13,0.160790641,7.729480638,vacation,employed,rent,moderate,little,0,0.179279139,225.6835858,Adult,Low
24,16186.42604,2742.020567,9,0.087712346,1.598728323,car,employed,own,little,rich,1,0.169402471,304.6689519,Young,Low
18,13093.8855,3232.58231,60,0.252721109,1.534970901,vacation,self-employed,own,moderate,moderate,1,0.24687724,53.87637184,Young,Low
46,31238.53898,1648.075063,29,0.06130162,2.046599668,car,employed,rent,quite_rich,rich,1,0.052757751,56.8301746,Middle,Below_Avg
26,45451.90687,2622.138968,6,0.083861135,9.265817919,car,employed,rent,little,little,0,0.057690406,437.0231614,Adult,Below_Avg
18,18815.92822,23369.1134,27,1.41860992,0.138334366,business,employed,own,little,little,1,1.241985679,865.5227184,Young,Low
44,19521.7541,8853.110232,10,0.440255259,1.308001095,furniture,employed,own,little,rich,1,0.453499731,885.3110232,Middle,Low
69,45861.95927,10308.49242,36,0.325231964,11.76510011,education,retired,rent,little,rich,1,0.224772177,286.3470117,Senior,Below_Avg
39,28361.24633,12603.96883,6,0.467366883,5.106818057,business,unemployed,rent,little,rich,0,0.444408144,2100.661472,Middle,Below_Avg
50,27395.05639,21318.0125,7,0.754345623,1.286392217,car,employed,rent,little,moderate,1,0.778170054,3045.430357,Middle,Low
40,12143.40796,1191.373305,10,0.086192718,1.236828826,car,employed,own,quite_rich,moderate,0,0.098108645,119.1373305,Middle,Low
38,30926.3557,1837.375563,24,0.053528677,9.924953264,furniture,self-employed,rent,little,rich,0,0.059411318,76.55731511,Middle,Below_Avg
51,13841.57232,2583.811908,6,0.214647176,11.2101557,car,employed,own,quite_rich,little,0,0.186670405,430.635318,Senior,Low
36,12493.82632,3375.221271,6,0.174219051,1.479452286,car,employed,rent,little,moderate,0,0.270151128,562.5368784,Middle,Low
43,18520.14267,3864.333447,23,0.062121668,2.728037453,car,employed,own,little,rich,1,0.208655706,168.0144977,Middle,Low
43,16433.93426,3437.218878,6,0.274583483,8.996813663,vacation,employed,rent,little,little,0,0.209153744,572.869813,Middle,Low
31,19716.28362,5857.318187,6,0.386892619,7.370328795,medical,employed,free,quite_rich,little,0,0.297080236,976.2196978,Adult,Low
51,10716.17094,5055.521608,25,0.546329257,8.407788335,car,employed,rent,little,little,1,0.471765674,202.2208643,Senior,Low
37,35575.34616,2756.541695,37,0.092981808,3.653188142,car,employed,rent,moderate,rich,1,0.077484606,74.50112688,Middle,Below_Avg
30,38709.60917,862.2635604,23,0.098997644,12.12653549,business,unemployed,rent,little,moderate,0,0.022275181,37.48972002,Adult,Below_Avg
46,8319.261459,2220.982702,13,0.338311637,1.972266387,medical,unemployed,free,little,moderate,1,0.266968734,170.8448233,Middle,Low
29,35926.44392,3167.218628,6,0.166921359,0.851997347,car,self-employed,rent,little,rich,0,0.088158423,527.8697714,Adult,Below_Avg
40,14687.25934,4033.284964,31,0.188657053,6.167563076,vacation,employed,rent,rich,little,0,0.274611136,130.1059666,Middle,Low
39,33809.18427,1990.748609,6,-0.050813291,3.87563165,education,employed,rent,little,rich,1,0.058881888,331.7914349,Middle,Below_Avg
53,21285.40177,3318.787641,8,0.117061562,9.640844213,medical,self-employed,own,little,little,0,0.155918487,414.8484551,Senior,Low
45,22345.66859,1988.647601,6,0.087256357,0.423212284,car,unemployed,own,little,moderate,1,0.088994768,331.4412668,Middle,Low
39,20079.42977,4444.152734,22,0.19713652,9.279647201,medical,employed,own,moderate,little,0,0.221328633,202.0069425,Middle,Low
49,40378.97881,2082.921881,12,-0.13608472,1.735707327,furniture,employed,own,moderate,little,0,0.051584313,173.5768234,Middle,Below_Avg
56,11851.45583,2492.088206,42,0.38244623,5.318962967,medical,employed,rent,quite_rich,little,1,0.210276969,59.33543347,Senior,Low
46,29849.40451,1725.121385,6,0.030389565,0.204780794,furniture,employed,own,moderate,little,1,0.057794164,287.5202309,Middle,Below_Avg
40,38202.8379,4346.818354,30,0.131053045,4.702677583,education,employed,own,little,rich,0,0.113782603,144.8939451,Middle,Below_Avg
24,31513.46016,2457.357302,12,0.202432921,6.316344375,vacation,retired,own,moderate,moderate,0,0.077978022,204.7797752,Young,Below_Avg
27,70428.23008,10152.01425,8,-0.090350281,2.300268191,business,employed,own,moderate,little,1,0.144146946,1269.001782,Adult,Average
36,16907.7372,6800.015791,18,0.351014282,1.212974448,education,employed,own,rich,rich,0,0.40218367,377.7786551,Middle,Low
32,35548.47053,4647.657022,28,0.092029679,3.85695653,furniture,retired,free,quite_rich,little,0,0.130741406,165.9877508,Adult,Below_Avg
37,20888.51327,2596.73873,10,0.090683191,8.954523306,business,employed,rent,rich,rich,0,0.124314196,259.673873,Middle,Low
40,40810.84109,6663.607238,6,0.145931662,1.954464193,medical,unemployed,own,little,rich,0,0.163280321,1110.601206,Middle,Below_Avg
46,21941.94766,8540.379395,44,0.533939611,1.454899505,car,employed,own,little,little,1,0.389226131,194.0995317,Middle,Low
39,18143.39949,5509.067939,6,0.370986225,1.635132106,education,retired,rent,quite_rich,little,0,0.303640337,918.1779898,Middle,Low
45,42320.89023,17729.07958,60,0.514723816,14.89262121,vacation,employed,rent,little,moderate,0,0.418920289,295.4846596,Middle,Below_Avg
40,17226.75591,7099.004589,26,0.416803812,2.225789606,business,retired,own,rich,rich,1,0.412091785,273.038638,Middle,Low
18,10868.64286,10207.57912,20,0.79923967,0.018053754,vacation,employed,own,quite_rich,little,0,0.939176974,510.3789559,Young,Low
28,17010.33804,5469.006941,6,0.11354107,7.608994678,vacation,employed,own,moderate,little,0,0.321510773,911.5011568,Adult,Low
38,30016.91915,8438.261328,10,0.128176063,6.007791863,business,employed,own,moderate,rich,0,0.281116836,843.8261328,Middle,Below_Avg
25,44179.64209,2598.202175,12,0.094786512,0.688088735,business,employed,own,moderate,moderate,0,0.058809942,216.516848,Young,Below_Avg
47,23285.00075,3405.957249,8,0.149449556,20.96670987,medical,employed,rent,little,little,1,0.146272585,425.7446561,Middle,Low
58,42578.23702,6499.567029,6,0.131633615,4.683261715,vacation,retired,rent,moderate,rich,0,0.15264998,1083.261172,Senior,Below_Avg
54,11169.16951,6461.905907,8,0.541690777,3.473536895,vacation,employed,own,little,rich,0,0.578548468,807.7382383,Senior,Low
37,17647.83281,7376.757503,6,0.619170083,2.408108432,car,self-employed,rent,little,little,1,0.417997926,1229.459584,Middle,Low
57,19066.96321,11852.73965,6,0.539347157,11.44699978,car,employed,free,moderate,little,0,0.621637516,1975.456608,Senior,Low
41,20800.25003,1571.872814,6,0.168351846,1.398327995,education,self-employed,rent,moderate,moderate,0,0.0755699,261.9788023,Middle,Low
35,22972.3637,2253.946507,25,0.098306861,1.682743499,business,employed,rent,little,little,0,0.098115568,90.15786029,Adult,Low
32,31115.3168,5905.610515,20,0.183703587,0.65288342,furniture,retired,free,rich,little,0,0.189797538,295.2805258,Adult,Below_Avg
36,17634.21946,2753.172314,50,0.273790445,7.117263201,car,employed,own,little,rich,1,0.15612669,55.06344628,Middle,Low
35,23612.09462,73292.57546,8,3.250279879,4.526126902,furniture,employed,own,little,rich,1,3.104026841,9161.571933,Adult,Low
42,21535.08091,7424.760411,27,0.320820188,4.696084821,business,employed,free,little,little,1,0.344775134,274.9911264,Middle,Low
41,13864.05846,4616.237789,15,0.412884663,1.232511468,vacation,self-employed,own,moderate,moderate,0,0.332964391,307.7491859,Middle,Low
40,20809.53669,3253.948892,18,0.192757293,5.265829818,medical,self-employed,rent,rich,little,0,0.156368157,180.7749385,Middle,Low
45,20499.79643,3347.168935,14,0.164021869,7.250612548,furniture,self-employed,rent,little,little,1,0.163278155,239.0834953,Middle,Low
54,20281.40464,5034.716658,27,0.268668491,2.214966811,furniture,employed,own,moderate,little,0,0.248242996,186.4709873,Senior,Low
51,22379.03201,5375.385364,6,0.171396521,8.080982098,furniture,employed,rent,moderate,little,0,0.240197403,895.8975607,Senior,Low
22,22875.84365,3410.59037,6,0.118481409,2.144620059,furniture,unemployed,rent,rich,moderate,0,0.149091348,568.4317283,Young,Low
18,17744.88191,3950.029012,6,0.164537503,7.096949358,business,employed,own,moderate,rich,0,0.222601031,658.3381687,Young,Low
51,41620.88514,14406.39754,6,0.436271529,0.17156046,furniture,employed,own,rich,little,0,0.346133858,2401.066256,Senior,Below_Avg
23,12274.26024,14877.48046,16,1.202567637,4.005495271,car,self-employed,rent,little,moderate,0,1.212087748,929.8425287,Young,Low
37,15359.89154,6012.688011,18,0.261682404,17.45449908,furniture,employed,own,rich,little,0,0.391453806,334.0382228,Middle,Low
25,88431.34897,1680.74465,22,-0.053337514,19.88136802,car,self-employed,own,moderate,moderate,0,0.019006208,76.39748409,Young,Above_Avg
18,13108.34491,7561.331102,6,0.256906931,1.654705854,car,employed,own,moderate,little,0,0.576833395,1260.22185,Young,Low
46,11193.88205,17041.82598,18,1.472973962,2.911599992,furniture,retired,rent,little,little,1,1.522423222,946.7681102,Middle,Low
49,31800.53436,14703.26536,6,0.466123572,0.325242098,car,unemployed,rent,little,little,0,0.462359066,2450.544227,Middle,Below_Avg
33,7796.577023,8844.408074,6,1.120782708,10.33129636,furniture,self-employed,rent,little,little,1,1.134396293,1474.068012,Adult,Low
18,19581.94104,15335.6945,21,0.981170408,4.203274986,car,employed,own,little,little,0,0.783154973,730.2711668,Young,Low
33,64402.80471,5129.212502,22,0.137133292,2.431483651,education,employed,free,little,little,0,0.079642688,233.1460228,Adult,Average
44,10173.40294,8123.223815,17,0.851521748,0.598258294,medical,unemployed,own,rich,rich,0,0.798476563,477.836695,Middle,Low
22,8176.486034,2850.870163,6,0.184340012,14.66541069,education,employed,own,rich,rich,0,0.348666915,475.1450271,Young,Low
42,10408.82621,6209.355373,47,0.560082922,3.777443761,education,self-employed,own,rich,little,0,0.596547127,132.1139441,Middle,Low
39,34516.05248,14237.39731,37,0.363819977,1.662894631,medical,employed,own,rich,little,0,0.412486257,384.7945219,Middle,Below_Avg
46,38653.33587,3067.018729,13,0.000738686,2.155569702,furniture,employed,own,little,moderate,1,0.079346806,235.9245176,Middle,Below_Avg
41,17046.59237,2467.214983,60,0.064745551,1.578331218,car,employed,own,moderate,rich,0,0.144733618,41.12024972,Middle,Low
28,30995.77556,5313.420938,6,-0.00938826,4.604127603,car,employed,own,quite_rich,little,0,0.171424036,885.5701563,Adult,Below_Avg
54,44140.26413,4099.704746,12,-0.034706294,13.29369913,furniture,self-employed,rent,rich,moderate,0,0.092879026,341.6420622,Senior,Below_Avg
38,53834.68318,8261.142522,47,0.240863248,9.713858512,education,self-employed,own,little,little,0,0.153453908,175.7689898,Middle,Average
39,19473.93842,3419.988198,11,0.161327254,3.084458566,car,employed,rent,moderate,moderate,0,0.175618723,310.908018,Middle,Low
28,6969.258692,19433.46176,11,2.737814402,8.757870021,vacation,self-employed,rent,little,little,0,2.788454644,1766.678342,Adult,Low
34,14611.44696,1751.554786,6,0.119334385,2.750479195,car,unemployed,own,little,little,1,0.119875519,291.9257977,Adult,Low
29,17793.66729,13399.7031,6,0.869799293,1.453815007,medical,self-employed,rent,moderate,little,1,0.753060226,2233.28385,Adult,Low
37,19351.60424,2665.429848,6,0.138157945,20.49631778,medical,employed,own,little,little,0,0.137736893,444.238308,Middle,Low
60,20051.7217,1168.193494,14,0.112296425,1.811220457,medical,employed,own,moderate,little,0,0.058259012,83.44239243,Senior,Low
23,38539.82106,5944.966208,6,0.069594674,1.955771719,vacation,unemployed,own,little,moderate,1,0.154255159,990.8277014,Young,Below_Avg
20,41656.56313,4009.066143,6,0.034377929,22.87459588,car,employed,rent,moderate,moderate,0,0.096240924,668.1776905,Young,Below_Avg
57,20214.65617,2022.950778,12,0.135471158,0.718933239,business,unemployed,rent,rich,moderate,0,0.10007347,168.5792315,Senior,Low
37,38148.52749,1280.362457,19,0.222827936,7.146718923,car,self-employed,rent,little,little,0,0.033562566,67.38749775,Middle,Below_Avg
31,26339.64989,4882.005464,24,0.328325639,13.72975409,vacation,self-employed,own,moderate,little,0,0.185348153,203.4168943,Adult,Low
52,22748.46584,10728.61246,32,0.529901972,3.585099338,furniture,retired,own,little,rich,1,0.471619165,335.2691394,Senior,Low
32,34657.59174,7847.59814,11,0.241575674,0.012624733,furniture,self-employed,rent,moderate,little,0,0.226432298,713.4180127,Adult,Below_Avg
61,22836.74234,5142.863575,8,0.365308214,2.350489721,medical,employed,rent,little,rich,0,0.225201279,642.8579469,Senior,Low
48,61630.09519,7208.946179,20,0.196439032,0.591491424,car,employed,rent,rich,rich,0,0.1169712,360.447309,Middle,Average
34,10729.95258,4808.924272,6,0.218811386,2.690878425,car,employed,own,little,little,0,0.448177588,801.4873787,Adult,Low
